Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Amber's 5k Run & Walk & 8 mile Bike ride;Saturday, November  5, 2016;Overton county 574 Dry Hollow Road Rickman , TN 38580 ;cycling; Running Distance Running 5K;Amber&#x27ands 5k Run; ;http://www.active.com//rickman-tn/running/distance-running-races/amber-s-5k-run-and-walk-and-8-mile-bike-ride-2016?int=72-3-A3f0d4a15c-703c-4b41-838a-0bd594e810d3
Senorita Century & Rico Suave Challenge 2017;Sunday, March 12, 2017;Lakehouse Hotel & Resort - San Marcos 1025 La Bonita Drive San Marcos (North San Diego County) , CA 92078 ;cycling; Cycling Half Century;California Girl Series by Noble Pursuit, Inc.;http://CaliforniaGirlSeries.com;http://www.active.com//san-marcos-north-san-diego-county-ca/cycling/races/senorita-century-and-rico-suave-challenge-2017?int=72-3-A66d208cc2-af07-4bf3-9acc-629ecb769966
Spin Cycle, Cycle and Strength;Tuesday, September 13, 2016 @  5:30 AM (CDT) - Thursday, November 17, 2016 @  6:30 AM (CST);Thornton Rec Center - Gymnasium 624 College Winfield , KS 67156 ;cycling; Cycling Spinning Winfield, KS;Winfield Recreation Commission; ;http://www.active.com//winfield-ks/cycling/spinning/spin-cycle-cycle-and-amp-strength-2016-26037086?int=72-3-A7736b49f6-b793-404b-989d-c6dc89a4e23b
Soul Spin Mix;Wednesday, May  2, 2012 @  6:00 PM (EDT) - Wednesday, December 30, 2020 @  7:00 PM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/soul-spin-mix-2012?int=72-3-A908e0f1d1-01c6-4666-86c0-c684bea87293
MTB Championship - Cross Country Mountain Bike Racing;Sunday, March 26, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbfracing.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-races/mtb-championship-cross-country-mountain-bike-racing-2017?int=72-3-A48bf7d84b-b67c-4868-827a-791d3e06c8a3
How to Ride a Bike for Kids;Thursday, December 29, 2016 @ 10:00 AM (EST);Alpharetta Community Center 175 Roswell St. Alpharetta , GA 30009 ;cycling; Cycling Alpharetta, GA;Alpharetta Recreation and Parks; ;http://www.active.com/http://www.activekids.com/alpharetta-ga/cycling/classes/how-to-ride-a-bike-for-kids-2016-24864755?int=72-3-A11a1bc280c-d4aa-4d1c-81b6-3629881f202d
TBF Mountain Bike Clinic - Levels 1 & 2;Saturday, August 19, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbftraining.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-clinics/tbf-mountain-bike-clinic-levels-1-and-2-2017-27538113?int=72-3-A3ac1923a5-a46a-4d57-9e01-a6356f5919d2
TR -Cycling (Physical);Saturday, November  5, 2016 @  1:00 PM (MDT);Colorado Springs Park &ampand Recreation - Main Office 1401 Recreation Way Colorado Springs , CO 80905 ;cycling; Cycling Colorado Springs, CO;Colorado Springs Parks, Recreation and Cultural Services; ;http://www.active.com//colorado-springs-co/cycling/classes/tr-cycling-physical-2016-25622906?int=72-3-A6c558aab2-9c86-48f2-ac54-dfa3f0888983
Certificate Reissue for Athens Clarke County Municipal Court Bicycle Safety Program;Saturday, January 19, 2013 @ 11:59 PM (EST) - Monday, December 31, 2018 @ 11:59 PM (EST);Athens Clarke County Municipal Court 325 East Washington St. Athens , GA 30601 ;cycling; Cycling Beginner Athens, GA; ;http://bikeathens.com;http://www.active.com//athens-ga/cycling/programs/certificate-reissue-for-athens-clarke-county-municipal-court-bicycle-safety-program-2013?int=72-3-A11575d0166-ceb1-4cb0-8f31-c0b388aeb631
Saturday Spin Session 4;Saturday, January  7, 2017 @  7:00 AM (EST) - Saturday, February 11, 2017 @  7:45 AM (EST);Town of Christiansburg Recreation Department 1600 North Franklin Street Christiansburg , VA 24073 ;cycling; Cycling Spinning Christiansburg, VA;Town of Christiansburg; ;http://www.active.com//christiansburg-va/cycling/spinning-classes/saturday-spin-session-4-2017?int=72-3-A4d1b70672-4a66-4684-a123-405932bb98a3
Cycling-Cross;Thursday, November 10, 2016 @  6:00 PM (EST) - Thursday, December 15, 2016 @  6:55 PM (EST);Birmingham Family YMCA 400 E. Lincoln Birmingham , MI 48009 ;cycling; Cycling Birmingham, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//birmingham-mi/cycling/classes/cycling-cross-2016-26995828?int=72-3-A44a43c36a-fefc-4ed1-870c-8ba1380215fe
EVENTS: North Carolina Cyclocross Series Race;Sunday, November 13, 2016 @ 10:00 AM (EST);Salisbury Community Park 935 Hurley School Road Salisbury , NC 28147 ;cycling; Cycling Cyclo Cross Salisbury, NC;City of Salisbury Parks and Recreation; ;http://www.active.com/http://www.activekids.com/salisbury-nc/cycling/cyclo-cross-races/events-north-carolina-cyclocross-series-race-2016?int=72-3-A29fde4cc8-d5cc-44a9-a94a-e31c5e3d7d20
Cycling Event - Indoor Cycle;Thursday, January  7, 2016 @  4:30 PM (EST) - Thursday, December 29, 2016 @  5:25 PM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Cycling Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/cycling/cycling-event-indoor-cycle-2016-19939993?int=72-3-A2be095da5-2254-4f4a-996d-a534ce8f238b
Bike Girl MTB - Yorkshire;Sunday, May 21, 2017;Dalby Forest Adderstone Field Scarborough , United Kingdom QLD4020 ;cycling; Cycling Mountain Biking Beginner;Trisport International;http://trisportinternational.com/tri-event/yorkshire-bike-girl-mtb/;http://www.active.com//scarborough-unitedkingdom/cycling/mountain-biking-races/bike-girl-mtb-yorkshire-2017?int=72-3-A40cad84ce-996e-401f-8f09-0d815a40bbae
Dulux Trade London Revolution 2017 - Sponsor entries;Saturday, May 13, 2017 - Sunday, May 14, 2017;Dulux Trade London Revolution Lee Valley Athletics Centre, 61 Meridan Way, Edmonton London , United Kingdom N9 0AR ;cycling; Cycling;Threshold Sports;http://www.london-revolution.com;http://www.active.com//london/cycling/races/dulux-trade-london-revolution-sponsor-entries-2017?int=72-3-A4b57b2c1b-9865-4649-8009-2ce0bd40ac71
Saddleback Spring Classsic Gran Fondo;Saturday, March 25, 2017;Irvine Valley College 5500 Irvine Center Dr Irvine , CA 92618 ;cycling; Cycling Irvine, CA;Renegade Racing;http://www.saddlebackspringclassic;http://www.active.com//irvine-ca/cycling/races/saddleback-spring-classsic-gran-fondo-2017?int=72-3-A5849744ad-959c-4b9a-86d1-b16a556eed33
Sleigh Ride: Friday;Friday, December 16, 2016 @  6:15 PM (CST);Deer Park Parks and Recreation 610 E. San Augustine Deer Park , TX 77536 ;cycling; Cycling Deer Park, TX;Deer Park Parks and Recreation Department; ;http://www.active.com//deer-park-tx/cycling/classes/sleigh-ride-friday-2016?int=72-3-A7d7946847-6e4d-4ce9-a2b9-1240599f18da
Cycling Saddlemen Bicycling Club Membership 2016;Tuesday, December  1, 2015 - Friday, December 30, 2016;Dearborn,  MI Dearborn Dearborn , MI 48126 ;cycling; Cycling;Cycling Saddlemen Bicycle Club;http://www.saddlemen.org;http://www.active.com//dearborn-mi/cycling/mountain-biking-memberships/cycling-saddlemen-bicycling-club-membership-2016-2015?int=72-3-A92e7cd9d6-7442-4447-8d69-98a4b4604648
Earth Riders Mountain Bike Club Membership;Tuesday, December 31, 2019 @  5:59 PM (CST);Kansas City  Lenexa , KS 66219 ;cycling; Cycling Mountain Biking; ;http://www.earthriders.com;http://www.active.com//lenexa-ks/cycling/mountain-biking-memberships/earth-riders-mountain-bike-club-membership-2019?int=72-3-A114c8e299c-1a50-4baa-9ff9-1104ab88ce96
Tour de Bintan 2017;Friday, March  3, 2017 - Sunday, March  5, 2017; ;cycling; Cycling;MetaSport;http://www.tourdebintan.com/;http://www.active.com//kepulauan-riau29155-pulaubintan/cycling/races/tour-de-bintan-2017?int=72-3-A2ab2cce9f-25d2-470e-8667-ed18a8b8ca33
Lake Leake Loop Permanent;Friday, December 31, 1999 @  1:00 PM (UTC) - Tuesday, December 31, 2019 @  1:00 PM (UTC);Intercity Cycleway 1 McVilly Drive Hobart , Tasmania , Australia 7000 ;cycling; Cycling; ;http://regonline.activeglobal.com/Lake_Leake_Loop_Perm;http://www.active.com//hobart-tasmania/cycling/lake-leake-loop-permanent-1999?int=72-3-A746906633-8d98-4cec-9825-d926b4a88640
Session #1 8:30am-9:45am;Tuesday, December 27, 2016 - Saturday, December 31, 2016;VIrginia Weselyn College 1584 Weselyn Drive Norfolk , VA 23502 ;cycling; Cycling Norfolk, VA;Families of Autistic Children in Tidewater; ;http://www.active.com/http://www.activekids.com/norfolk-va/cycling/camps/session-1-8-30am-9-45am-2016?int=72-3-A1011cf1f0b-5a7a-413f-9bc7-3d26b867fed7
Mad Dog Spinning 2 Tuesday Ali;Tuesday, November 29, 2016 @  5:30 AM (EST) - Tuesday, January 31, 2017 @  6:30 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-2-tuesday-ali-2016?int=72-3-A11f4daf0a3-4e44-4c96-878c-1bc604ced7f7
Muckmedden Events 2016 - Traders Registration;Friday, June 17, 2016 - Saturday, November 26, 2016;Various (See tickets) Muckmedden Events Abernethy , Perth and Kinross , United Kingdom PH29GY ;cycling; Cycling Mountain Biking;The Scottish Mountain Bike Consortium;http://www.muckmedden.co.uk/;http://www.active.com//abernethy-perthandkinross/cycling/mountain-biking-races/muckmedden-events-traders-registration-2016?int=72-3-A21e9d010e-a637-420c-bc84-b967f130d57e
How to Ride a Bike for Kids;Tuesday, January  3, 2017 @ 10:00 AM (EST);Alpharetta Community Center 175 Roswell St. Alpharetta , GA 30009 ;cycling; Cycling Alpharetta, GA;Alpharetta Recreation and Parks; ;http://www.active.com/http://www.activekids.com/alpharetta-ga/cycling/classes/how-to-ride-a-bike-for-kids-2017-25284631?int=72-3-A39f67a22a-748a-432b-89a2-f2c69ad3fefb
Mad Dog Spinning 1 Tuesday Amy;Tuesday, September 13, 2016 @  8:00 AM (EDT) - Tuesday, November 15, 2016 @  9:00 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-1-tuesday-amy-2016?int=72-3-A9e887b5a4-60e9-4902-961e-0a6aa9c8968f
Cycling Classes - Cycling;Monday, January  9, 2017 @  6:00 PM (EST) - Monday, April 10, 2017 @  6:55 PM (EDT);Livonia Family YMCA 14255 Stark Livonia , MI 48225 ;cycling; Cycling Livonia, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//livonia-mi/cycling/classes/cycling-classes-cycling-2017-26872354?int=72-3-A7b921086c-bd65-4594-9585-fa15218a5a27
Group Cycling (M);Monday, October 31, 2016 @  5:45 AM (CDT) - Monday, December 19, 2016 @  6:35 AM (CST);Village Center 333 South Madison Street Waunakee , WI 53597 ;cycling; Fitness Waunakee, WI;Village Center; ;http://www.active.com//waunakee-wi/cycling/classes/group-cycling-m-2016-27085822?int=72-3-A418d8da5d-6923-4fab-8024-8678afce7391
Indoor Cycling;Tuesday, November  1, 2016 @ 10:00 AM (EDT) - Tuesday, December 13, 2016 @ 10:45 AM (EST);Schiller Park Community Recreation Center 1069 Jaeger Street Columbus , OH 43206 ;cycling; Cycling Columbus, OH;Columbus Recreation and Parks Department; ;http://www.active.com//columbus-oh/cycling/classes/indoor-cycling-2016-27227541?int=72-3-A57bcb99fc-f4a1-4361-a358-989eaeaa5006
Arkansas Wine Country 100 Cycling Tour 2017;Saturday, April  1, 2017;Post Familie Winery 1700 Saint Mary&#x27ands Mountain Road Altus , AR 72821 ;cycling; Cycling;ARV Circle O Friends Bike; ;http://www.active.com//altus-ar/cycling/races/arkansas-wine-country-100-cycling-tour-2017?int=72-3-A52c0d4934-40fc-4c68-a83e-5587b3383035
Cycling Event - Freestyle BMX;Thursday, October 13, 2016 @  5:00 PM (MST) - Thursday, November 17, 2016 @  7:00 PM (MST);  Tumbleweed Recreation Center 745 E Germann Rd Chandler , AZ 85286 ;cycling; Cycling Chandler, AZ;City of Chandler Parks and Recreation; ;http://www.active.com/http://www.activekids.com/chandler-az/cycling/cycling-event-freestyle-bmx-2016-25041264?int=72-3-A6d028f5d2-743b-4232-a59b-27fc56a6faa3
Transy Bikes Navy Heather Shirt;Sunday, February 19, 2017 - Tuesday, March 14, 2017;Transy Bike Shop (Forrer Hall) 300 North Broadway Lexington , KY 40508 ;cycling; Cycling Lexington, KY;Transylvania University; ;http://www.active.com//lexington-ky/cycling/camps/transy-bikes-navy-heather-shirt-2017?int=72-3-A6d047024f-8c68-4454-aea5-b564a450c776
Indoor Cycle and Abs;Wednesday, January  6, 2016 @  9:00 AM (EST) - Wednesday, December 28, 2016 @  9:55 AM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Cycling Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/cycling/classes/indoor-cycle-and-abs-2016?int=72-3-A2e15f1966-b446-4b3b-9d09-58ec1f7b1d07
PCCCS - AOA - Trolley Ride Plaza Lights;Tuesday, December  6, 2016 @  5:30 PM (CST);Platte County Community Center South 8875 Clark Avenue Parkville , MO 64152 ;cycling; Cycling Parkville, MO;YMCA OF GREATER KANSAS CITY; ;http://www.active.com//parkville-mo/cycling/classes/pcccs-aoa-trolley-ride-plaza-lights-2016?int=72-3-A104a28e10f-7f58-4663-b089-0564889c464c
NAMI SEAZ 2nd Annual Sky Island Tour;Saturday, September 30, 2017;Windemere Hotel 2047 S. Highway 92 Sierra Vista , AZ 85635 ;cycling; Cycling Metric Century;NAMI SEAZ; ;http://www.active.com//sierra-vista-az/cycling/races/nami-seaz-2nd-annual-sky-island-tour-2017?int=72-3-A71e44ce54-403a-47ab-9af8-2d04f17d1633
APX Purpose Pedal And Trail Run;Sunday, February 19, 2017;Daley Ranch 3024 La Honda Dr Escondido , CA 92027 ;cycling; Running Trail Running 5K Beginner Escondido, CA;APX Sport Drink;http://apxsportdrink.com;http://www.active.com//escondido-ca/running/trail-run-races/apx-purpose-pedal-and-trail-run-2017?int=72-3-A4d806bce7-3869-45b9-b017-b90bc261b53c
Lunch Indoor Cycling;Monday, October 31, 2016 @  1:00 PM (EDT) - Monday, December 12, 2016 @  1:45 PM (EST);Lazelle Woods Recreation Center 8140 Sancus Blvd. Westerville , OH 43081 ;cycling; Cycling Westerville, OH;Columbus Recreation and Parks Department; ;http://www.active.com//westerville-oh/cycling/classes/lunch-indoor-cycling-2016-26991837?int=72-3-A732c232b1-45c0-4180-9786-2cce745114d2
Gran Fondo Giro d'Italia Estado de MГ©xico 2017 Etapa 2;Sunday, February 26, 2017;  Plaza de los Martires Lerdo de Tejada Pte 300 , Toluca de Lerdo, MГ©x , Mexico 50000 ;cycling; Cycling;Marcate MXP;http://www.granfondogiroditaliamx.com;http://www.active.com//lerdo-de-tejada-pte-300-tolucadelerdomx/cycling/races/gran-fondo-giro-d-italia-estado-de-m-xico-etapa-2-2017?int=72-3-A896308f1f-778c-4aa4-8b25-be8ee57dbf1b
Y Connection Bike Club;Friday, March 18, 2016 @ 10:00 AM (EDT) - Friday, December 30, 2016 @ 11:00 AM (EST);Lynch/van Otterloo YMCA 40 Leggs Hill Road Marblehead , MA 01945 ;cycling; Cycling Marblehead, MA;YMCA of the North Shore; ;http://www.active.com//marblehead-ma/cycling/classes/y-connection-bike-club-2016?int=72-3-A107117467b-4b1b-4a71-9b7c-5ea4bb080621
TBF Mountain Bike Clinic - Level 3;Sunday, November 20, 2016;The Hub Bicycles 953 Pleasant Grove Blvd. #100 Roseville , CA 95678 ;cycling; Cycling Mountain Biking Roseville, CA;Total Body Fitness;http://www.tbftraining.com;http://www.active.com//roseville-ca/cycling/mountain-biking-clinics/tbf-mountain-bike-clinic-level-3-2016?int=72-3-A8f0dc5f1b-c75f-454e-84aa-3ddbe283046c
Udder Century - 35th Annual;Sunday, June  4, 2017;McHenry County College (formerly at Donley's) 8900 U.S. Hwy. 14 Crystal Lake , IL 60012 ;cycling; Cycling Crystal Lake, IL;McHenry County Bicycle Club;http://www.mchenrybicycleclub.org;http://www.active.com//crystal-lake-il/cycling/races/udder-century-35th-annual-2017?int=72-3-A1be3f18be-e181-4aec-96f5-e1eb0c01c8c6
Spinning -  Tuesday and Thursday;Tuesday, September 20, 2016 @  7:00 PM - Thursday, December 15, 2016 @  8:00 PM;North Dundas District High School 12835 Hwy 43 Chesterville , Ontario , Canada K0C1H0 ;cycling; Fitness;The Township of North Dundas; ;http://www.active.com//chesterville-ontario/cycling/spinning-classes/spinning-tuesday-and-amp-thursday-2016-26176883?int=72-3-A5d18d0e0d-7355-4b56-9722-40a7def00c60
Little Big Wheelers;Thursday, October 27, 2016 @ 11:00 AM (EDT) - Thursday, December  8, 2016 @ 11:50 AM (EST);Meadowbrook Athletic Complex 5001 Meadowbrook Ln Ellicott City , MD 21043 ;cycling; Cycling Ellicott City, MD;Howard County Goverment; ;http://www.active.com/http://www.activekids.com/ellicott-city-md/cycling/classes/little-big-wheelers-2016-25359920?int=72-3-A10fb519ef2-16c2-4b75-815c-65f187ebd118
Cardio Cycle and Strength 55 Min.;Sunday, January  8, 2017 @  8:00 AM (EST) - Sunday, February 12, 2017 @  8:55 AM (EST);Summit On The Park 46000 Summit Parkway Canton , MI 48188 ;cycling; Fitness Canton, MI;Canton Leisure Services; ;http://www.active.com//canton-mi/cycling/spinning-classes/cardio-cycle-and-amp-strength-55-min-2017-25424242?int=72-3-A108e0469c0-b8fd-4ef3-91d6-ad941f20ae08
Hole Park Sportive 2017;Sunday, April  2, 2017;Hole Park Rolvenden Rolvenden , Kent , United Kingdom TN17 4JB ;cycling; Cycling;Tri Spirit Events;http://www.trispiritevents.com/hole-park-sportive/;http://www.active.com//rolvenden-kent/cycling/races/hole-park-sportive-2017?int=72-3-A540d118b5-121d-41f6-880c-c5b3e11fcb60
Indoor Cycling;Tuesday, November  1, 2016 @ 10:00 AM (EDT) - Tuesday, December 13, 2016 @ 10:45 AM (EST);Schiller Park Community Recreation Center 1069 Jaeger Street Columbus , OH 43206 ;cycling; Cycling Columbus, OH;Columbus Recreation and Parks Department; ;http://www.active.com//columbus-oh/cycling/classes/indoor-cycling-2016-27227541?int=72-3-A17bcb99fc-f4a1-4361-a358-989eaeaa5006
Mad Dog Spinning 3 Tuesday Ali;Tuesday, February 14, 2017 @  5:30 AM (EST) - Tuesday, April 18, 2017 @  6:30 AM (EDT);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-3-tuesday-ali-2017?int=72-3-A20a7564d8-0148-412b-bb05-48cc6c8ee610
Cycling Event - Indoor Cycle;Monday, January  4, 2016 @  6:00 PM (EST) - Monday, December 26, 2016 @  6:55 PM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Cycling Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/cycling/cycling-event-indoor-cycle-2016?int=72-3-A1ad3f97e5-4a2a-4f41-ab4f-56bc13cc04a5
Channel Circuit Permanent;Friday, December 31, 1999 @  1:00 PM (UTC) - Tuesday, December 31, 2019 @  1:00 PM (UTC);  Dru Point Margate , Tasmania , Australia 7054 ;cycling; Cycling; ;http://regonline.activeglobal.com/Channel_Circuit_Perm;http://www.active.com//margate-tasmania/cycling/channel-circuit-permanent-1999?int=72-3-A11aaf051bf-f9b9-405b-9fbe-fc57e97a56dd
Spinning -  Tuesday;Tuesday, September 20, 2016 @  7:00 PM - Tuesday, December 13, 2016 @  8:00 PM;North Dundas District High School 12835 Hwy 43 Chesterville , Ontario , Canada K0C1H0 ;cycling; Fitness;The Township of North Dundas; ;http://www.active.com//chesterville-ontario/cycling/spinning-classes/spinning-tuesday-2016-26176877?int=72-3-A4fd84da53-e84b-40b6-b09f-ac9d86281c58
Share the Road Ride 2017;Saturday, September 30, 2017;Simi Valley DMV Parking Lot 3855 Alamo St. Simi Valley , CA 93065 ;cycling; Cycling Simi Valley, CA;Soaring Spirits International;http://www.sharetheroadridesv.org;http://www.active.com//simi-valley-ca/cycling/races/share-the-road-ride-2017?int=72-3-A2a1814dc7-18f0-483d-a93c-258685dd7767
Spinning Classes - Spin;Tuesday, May  1, 2012 @ 10:00 AM (EDT) - Tuesday, December 29, 2020 @ 10:30 AM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/spinning-classes-spin-2012?int=72-3-A3093d575b-3f65-4506-8bed-6c9853f7740d
Cycling Classes - RPM 45;Tuesday, January  5, 2016 @  5:45 PM (EST) - Tuesday, December 27, 2016 @  6:30 PM (EST);Jennersville Branch 880 W. Baltimore Pike West Grove , PA 19390 ;cycling; Cycling West Grove, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-grove-pa/cycling/classes/cycling-classes-rpm-45-2016?int=72-3-A90bf01cb9-285a-48eb-ae16-8ac45da2e120
2017 Tour de Cashiers;Saturday, April 29, 2017;Cashiers/Glenville Recreation Center 355 Frank Allen Road Cashiers , NC 28717 ;cycling; Cycling Metric Century 25 Mile;Eric Wever;http://www.pisgahproductions.com/events/tour-de-cashiers/;http://www.active.com//cashiers-nc/cycling/races/tour-de-cashiers-2017?int=72-3-A1156e3b020-eed0-4c61-9930-97357556d14d
Cyprus Cycling Camp 2016;Saturday, November  5, 2016 - Saturday, November 12, 2016;Coral Beach Hotel Coral Bay Avenue, Pegeia , Paphos , Cyprus CY-8099 ;cycling; Cycling;Just Events Ltd;http://www.justevents.org;http://www.active.com//pegeia-paphos/cycling/camps/cyprus-cycling-camp-2016?int=72-3-A519b31904-ce7f-4f08-8b01-228999db939a
MIDLAND Basic Cycling Skills Clinic;Saturday, November 19, 2016;Mission Fitness 8050 E Hwy. 191 Odessa , TX 79765 ;cycling; Cycling Odessa, TX;ATHLETIC VOLITION, LLC;http://www.athleticvolition.com/Bike_Skills_Clinics.php;http://www.active.com//odessa-tx/cycling/clinics/midland-basic-cycling-skills-clinic-2016?int=72-3-A1f107f4cb-c77b-4a2f-b868-9cd43e111abf
Exceter Double Century Permanent;Friday, December 31, 1999 @  1:00 PM (UTC) - Tuesday, December 31, 2019 @  1:00 PM (UTC);  corner of Frankford Road and West Tarmar Hwy Exceter , Tasmania , Australia 7270 ;cycling; Cycling; ;http://regonline.activeglobal.com/Exceter_Double_Perm;http://www.active.com//exceter-tasmania/cycling/exceter-double-century-permanent-1999?int=72-3-A74a9a1457-b0fb-4335-8ad5-51e31a1e05eb
Evening Spin Session 4;Tuesday, January  3, 2017 @  5:45 PM (EST) - Thursday, February  9, 2017 @  6:30 PM (EST);Town of Christiansburg Recreation Department 1600 North Franklin Street Christiansburg , VA 24073 ;cycling; Cycling Spinning Christiansburg, VA;Town of Christiansburg; ;http://www.active.com//christiansburg-va/cycling/spinning-classes/evening-spin-session-4-2017?int=72-3-A611f2ff22-75b5-485f-8ed2-7abd30990fe8
Spinning;Monday, September 26, 2016 @  7:00 PM (EDT) - Saturday, November  5, 2016 @  8:00 PM (EDT);Kennedy Center 429 John F. Kennedy Way Willingboro , NJ 08046 ;cycling; Cycling Spinning Willingboro, NJ;Willingboro Recreation and Parks; ;http://www.active.com//willingboro-nj/cycling/spinning-classes/spinning-2016-26483849?int=72-3-A82d3a56cd-a419-40d8-a218-fb38593a4296
Mad Dog Spinning 3 Thurs. 530;Thursday, February 16, 2017 @  5:30 AM (EST) - Thursday, April 20, 2017 @  6:30 AM (EDT);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-3-thurs-530-2017?int=72-3-A2be4451da-448b-4806-b46f-b0ca3ee14206
Cycling Classes - Cycle 45;Monday, January  4, 2016 @  9:30 AM (EST) - Monday, December 26, 2016 @ 10:15 AM (EST);Brandywine Branch 295 Hurley Road Coatesville , PA 19320 ;cycling; Cycling Coatesville, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//coatesville-pa/cycling/classes/cycling-classes-cycle-45-2016-19427465?int=72-3-A10aa58745b-fdf6-4281-85fb-93032ee4c5a8
Cycling Classes - Trail Rides;Saturday, September 10, 2016 @ 12:00 PM (PDT) - Saturday, January  7, 2017 @  1:00 PM (PST);Milpitas Recreation 457 E. Calaveras Blvd. Milpitas , CA 95035 ;cycling; Cycling Milpitas, CA;City of Milpitas; ;http://www.active.com//milpitas-ca/cycling/classes/cycling-classes-trail-rides-2016?int=72-3-A10719aec47-4b58-463b-b8a9-86cbfa8a817d
MTB Madness - Cross Country Mountain Bike Racing;Sunday, February 26, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbfracing.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-races/mtb-madness-cross-country-mountain-bike-racing-2017?int=72-3-A119c3fb4f2-2b67-4f62-b264-2c552f99ffcf
Get Your Kicks on Route 66 Bicycle Tour - Part 2;Monday, October 10, 2016 - Friday, November  4, 2016;   Amarillo , TX 79101 ;cycling; Cycling Amarillo, TX; ; ;http://www.active.com//amarillo-tx/cycling/races/get-your-kicks-on-route-66-bicycle-tour-part-2-2016?int=72-3-A121a8e4f5-bc9d-4731-902e-e7de0243d342
Cycling Classes - Cycle 45;Monday, January  4, 2016 @  9:30 AM (EST) - Monday, December 26, 2016 @ 10:15 AM (EST);Brandywine Branch 295 Hurley Road Coatesville , PA 19320 ;cycling; Cycling Coatesville, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//coatesville-pa/cycling/classes/cycling-classes-cycle-45-2016-19427465?int=72-3-A1aa58745b-fdf6-4281-85fb-93032ee4c5a8
2017 Pisgah 55.5K MTB/Running Race;Sunday, May 21, 2017;PMBAR Start/Finish - across US276 from Davidson River Campground 1100 Pisgah Highway Pisgah Forest , NC 28768 ;cycling; Running Ultra Beginner;Eric Wever;http://www.pisgahproductions.com/events/55-5k/about/;http://www.active.com//pisgah-forest-nc/cycling/mountain-biking-races/pisgah-55-5k-mtb-running-race-2017?int=72-3-A1023685c2e-c515-4a25-98e7-a6fcfe329811
Biking Buddies (Grades 3-5);Thursday, September  1, 2016 @  2:35 PM (PDT) - Thursday, November 10, 2016 @  3:45 PM (PST);The Ranch 600 Neds Way Tiburon , CA 94920 ;cycling; Cycling Mountain Biking Tiburon, CA;The Ranch; ;http://www.active.com/http://www.activekids.com/tiburon-ca/cycling/mountain-biking-classes/biking-buddies-grades-3-5-2016?int=72-3-A55a9062d6-995c-4ab2-9c49-6194534bed93
Soul Spin Mix;Wednesday, May  2, 2012 @  6:00 PM (EDT) - Wednesday, December 30, 2020 @  7:00 PM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/soul-spin-mix-2012-12976346?int=72-3-A3c8b0969c-28bc-4e58-8898-f739148e7911
